cirenid,case,timestamp,AV_sp,challenger_sp,1D_v_final,1D_delta_v_AV,1D_delta_v_challenger,AV_sp_x,AV_sp_y,CH_sp_x,CH_sp_y,2D_v_final,2D_delta_v_av,2D_delta_v_ch,angle_collision
17,2,14.2,13.09589917072233,20.369351444171738,16.404459191559155,3.3085600208368255,-3.9648922526125823,0.5507825608123453,13.084311738124814,1.0760296743682332,-20.34091046133531,2.2625038043699814,15.206397584522453,18.22295125169601,-174.56145240082418
21,2,22.3,2.9495433370908484,10.0,7.518600185538083,4.569056848447234,-2.481399814461917,0.1235658007132628,2.946953917228959,-0.5527858382746621,-9.984709701188262,5.442534660971398,8.391834455182881,4.557504349538278,-180.76783875108944
34,2,9.7,3.544407166529181,0.0,1.7847230748261145,-1.7596840917030667,1.7847230748261145,0.14616617206940377,3.5413920444206677,0.0,0.0,1.7847230748261145,1.759684091703067,1.7847230748261145,0.057451561688443675
49,2,14.8,8.542250517001746,20.53927466513792,16.669350155119385,8.12709963811764,-3.869924510018535,0.3516055953956444,8.535011271258115,0.8003852100767727,-20.523673825255234,11.169364610369762,19.687464877632387,9.374685467462182,-175.40769785117214
50,2,19.3,8.57446316736105,20.65331739804209,13.977806221056104,5.403343053695055,-6.675511176985987,0.36263275160456,8.566791470316934,0.797282908256867,-20.63792284868973,4.531984970778125,13.065855664976615,16.14209289724649,-175.36376684242217
56,2,14.0,13.087153251682755,20.076145865403937,17.3651497106574,4.277996458974643,-2.710996154746539,0.5475399694931045,13.075694253646267,1.0087678483302367,-20.050786025419324,7.248844394772944,20.27884541992612,12.85084559637432,-174.7220019746017
58,2,14.9,8.610532946416825,20.525094150272416,14.706704148389566,6.096171201972741,-5.81839000188285,0.354937029182523,8.603214360147298,0.8009992751348177,-20.509458550600026,6.319460060199945,14.89745750544301,14.218632471327997,-175.400969710439
