cirenid,case,timestamp,AV_sp,challenger_sp,1D_v_final,1D_delta_v_AV,1D_delta_v_challenger,AV_sp_x,AV_sp_y,CH_sp_x,CH_sp_y,2D_v_final,2D_delta_v_av,2D_delta_v_ch,angle_collision
11,2,15.8,16.933092305424772,9.225624611252051,13.293370460086807,-3.6397218453379647,4.067745848834756,0.682951653281556,16.91931417236868,1.5794761268762536,-9.089411676911084,4.767277130664976,12.289477486087982,13.73469543899741,-167.83059174431847
